user_id,item_id,rating,cine,casa,escena,estilo,actuacion,espectador,film
Antoni Messa,Wolf Creek,4,-1,NULL,-1,NULL,NULL,-1,0
Ramón Balcells,La Jungla 4
Rafa Delgado,Death Proof,4,-1,NULL,1,NULL,NULL,-1,NULL
Rafa Delgado,Sigo como Dios,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Delgado,Planet Terror,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Delgado,Los Simpson: La Película,2,1,0,NULL,NULL,NULL,NULL,NULL
José A
José A
José A
Oscar Cantero,Os declaro marido y marido,1,NULL,NULL,NULL,NULL,NULL,-1,NULL
Oscar Cantero,El Elegido,2,NULL,NULL,NULL,NULL,NULL,-1,NULL
Oscar Cantero,Moscow Zero,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Iñaki Bilbao,Un Corazón Invencible,3,NULL,NULL,0,NULL,NULL,NULL,-1
Jeremy Fox,Los Simpson: La Película,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Antoni Messa,Los ojos del mal,3,0,NULL,NULL,NULL,NULL,NULL,1
El mágico,El ultimátum de Bourne,3,NULL,NULL,NULL,NULL,NULL,-1,NULL
Juan David,La Caja Kovak,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bloody Will,Un Corazón Invencible,5,NULL,NULL,-1,NULL,NULL,NULL,0
Naty Buqué,Zodiac,4,NULL,NULL,-1,NULL,NULL,-1,-1
Enrique Colmena,La Jungla 4
JohnTrent,La Jungla 4
Tito Chinchan,La Jungla 4
Tito Chinchan,Desde que amanece
Rafa Delgado,This is England,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tyler,300,4,-1,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Delgado,Ratatouille,4,1,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Delgado,Spiderman 3,3,NULL,NULL,-1,NULL,NULL,NULL,NULL
Rafa Delgado,Kill Bill: Volume 1,5,-1,-1,-1,-1,NULL,NULL,NULL
Rafa Delgado,Nana,2,0,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Delgado,El Motorista Fantasma (Ghost Rider),1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Delgado,Death Note,2,NULL,NULL,NULL,NULL,NULL,-1,NULL
Rafa Delgado,En busca de la felicidad,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Delgado,María Antonieta,4,0,NULL,1,NULL,NULL,NULL,NULL
Rafa Delgado,El truco final (The Prestige),4,NULL,NULL,NULL,NULL,NULL,0,NULL
Rafa Delgado,Eragon,1,NULL,NULL,1,NULL,NULL,NULL,NULL
Rafa Delgado,Happy feet,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Delgado,Déjà Vu,3,NULL,NULL,NULL,NULL,NULL,1,NULL
Rafa Delgado,Borat,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Delgado,El ilusionista,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Delgado,The Queen,3,NULL,NULL,NULL,NULL,NULL,0,NULL
Naty Buqué,La fuente de la vida,1,NULL,NULL,NULL,NULL,NULL,-1,NULL
José A
José A
Yojimbo,En la ciudad de Sylvia,1,0,NULL,NULL,NULL,NULL,1,0
Jeremy Fox,El ultimátum de Bourne,5,0,NULL,0,NULL,NULL,NULL,0
Bloody Will,Hairspray,4,-1,NULL,NULL,0,NULL,NULL,NULL
Andrés Pons,La Jungla 4
Bruji,La Jungla 4
Andrés Pons,Gone,3,1,NULL,1,NULL,NULL,1,1
Tyler,Seven,5,-1,-1,-1,NULL,NULL,NULL,NULL
Tito Chinchan,El fontanero
Tito Chinchan,Calígula,5,NULL,NULL,-1,NULL,NULL,NULL,NULL
Tito Chinchan,El imperio de los sentidos,2,1,0,-1,NULL,NULL,NULL,NULL
José Córdoba,La Jungla 4
Francisco Bellón,Disturbia,2,0,NULL,NULL,NULL,NULL,-1,-1
Francisco Bellón,Salir Pitando,1,0,NULL,-1,NULL,NULL,NULL,-1
Jose Contreras,Os declaro marido y marido,1,NULL,NULL,0,NULL,NULL,NULL,NULL
Bloody Will,Disturbia,3,0,-1,-1,NULL,NULL,1,0
Antonio Bret,Halloween El Origen,3,0,-1,1,NULL,NULL,-1,0
Yojimbo,Death Proof,1,0,NULL,1,NULL,NULL,NULL,NULL
Ivan Sainz-Pardo,La Jungla 4
Rafa Ferrer,Hairspray,5,0,NULL,0,NULL,NULL,NULL,0
Natalia Eseverri,Hairspray,4,1,1,NULL,NULL,NULL,NULL,NULL
Enrique Colmena,Cabeza de muerte,3,-1,NULL,-1,NULL,NULL,0,NULL
Bruji,Gal,1,0,NULL,NULL,NULL,NULL,NULL,NULL
Bruji,Déjà Vu,2,-1,-1,0,NULL,NULL,-1,NULL
José Antonio Bermúdez,Sicko,3,NULL,NULL,NULL,NULL,NULL,0,NULL
Emilio Calvo de Mora,El ultimátum de Bourne,4,0,NULL,0,1,NULL,1,0
Tito Chinchan,La maldición de la flor dorada,3,NULL,NULL,0,NULL,NULL,1,NULL
Silvia Giner,Guardianes del día,4,1,NULL,1,NULL,NULL,NULL,-1
José A
James Wallestein,Halloween El Origen,5,0,-1,NULL,NULL,NULL,NULL,0
Kiko de España,Salir Pitando,4,-1,NULL,NULL,NULL,NULL,NULL,NULL
Lady Winter,Sin reservas,4,-1,NULL,NULL,NULL,NULL,0,NULL
Andrés Pons,Alta Tensión,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ramón Balcells,Os declaro marido y marido,2,NULL,NULL,-1,NULL,NULL,NULL,NULL
Ramón Balcells,Bajo las estrellas,4,0,NULL,1,NULL,NULL,NULL,-1
Iñaki Bilbao,Mataharis,3,NULL,NULL,1,NULL,NULL,NULL,NULL
Rafa Ferrer,Sicko,3,NULL,NULL,NULL,NULL,NULL,0,NULL
Francisco Bellón,¿Y tú Quién Eres?,2,NULL,NULL,NULL,NULL,NULL,NULL,0
Francisco Bellón,En la ciudad de Sylvia,1,1,NULL,NULL,NULL,NULL,-1,0
Hombre Lobo,Desmembrados,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hombre Lobo,The host,4,0,NULL,NULL,NULL,NULL,0,NULL
Rafa Delgado,Disturbia,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Azumi 2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Plissken,Amor y otros desastres,2,0,NULL,1,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Guardianes del día,2,0,NULL,0,NULL,NULL,-1,NULL
Tito Chinchan,Plauto
Pablo López,Hairspray,5,-1,NULL,-1,NULL,NULL,NULL,NULL
Tito Chinchan,Perras callejeras,2,1,NULL,NULL,1,NULL,NULL,NULL
Francisco Bellón,Mataharis,4,0,NULL,0,NULL,NULL,0,-1
Kiko de España,Diabolik,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kiko de España,El motel del infierno,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,El asesinato de Richard Nixon,3,NULL,-1,NULL,NULL,NULL,NULL,1
Kiko de España,Concursante,4,1,NULL,NULL,NULL,NULL,0,NULL
Rafa Ferrer,Shootem up,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Días de cine,2,0,NULL,NULL,NULL,NULL,-1,NULL
Andrés Pons,¿Y tú Quién Eres?,2,-1,NULL,NULL,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Los burdeles de Paprika,2,0,NULL,NULL,NULL,NULL,1,NULL
Ramón Balcells,Sin reservas,3,NULL,NULL,1,NULL,NULL,0,0
Hombre Lobo,The messengers,2,NULL,0,0,NULL,NULL,-1,NULL
Rafa Ferrer,Fido,2,0,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Disturbia,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Arma Fatal (Hot Fuzz),3,0,NULL,NULL,NULL,NULL,NULL,NULL
Alex Largo,Hero,5,1,NULL,0,NULL,NULL,NULL,1
Iñaki Bilbao,Mataharis,3,1,NULL,1,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Mala noche,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Taliesin,La Jungla 4
Ramón Besonias,Chapter 27,2,1,NULL,NULL,1,NULL,NULL,NULL
Jeremy Fox,Odette,3,0,NULL,NULL,NULL,NULL,-1,NULL
Andrés Pons,Prey (Safari sangriento),1,NULL,NULL,NULL,-1,NULL,NULL,-1
Cristina Álvarez,The host,4,NULL,NULL,-1,NULL,-1,1,-1
Rafa Delgado,Driving Lessons,2,NULL,NULL,NULL,NULL,NULL,-1,NULL
David Montag,Kárate a muerte en Torremolinos,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Andrés Pons,Carne muerta,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Sicko,4,NULL,NULL,NULL,NULL,NULL,0,NULL
Iñaki Bilbao,Promesas del Este,3,1,NULL,-1,NULL,NULL,NULL,-1
Iñaki Bilbao,Un plan brillante,2,-1,NULL,1,NULL,NULL,NULL,0
Francisco Bellón,Promesas del este,4,0,NULL,-1,NULL,NULL,-1,NULL
Francisco Bellón,La Señal,3,0,NULL,1,NULL,NULL,1,1
Francisco Bellón,Siete Mesas de Billar Francés,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Oscar Cantero,El abominable doctor Phibes,3,-1,NULL,0,-1,NULL,NULL,NULL
Tito Chinchan,Payasos Asesinos Del Espacio Exterior,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Iñaki Bilbao,Padre nuestro,3,0,NULL,NULL,NULL,NULL,0,NULL
Daniel Galindo,Padre nuestro,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J-rules,Promesas del Este,3,0,NULL,NULL,NULL,0,NULL,1
J-rules,La extraña que hay en tí,2,NULL,NULL,0,NULL,-1,NULL,-1
Emilio Calvo de Mora,La vida en rosa,3,-1,NULL,NULL,NULL,NULL,NULL,NULL
Hombre Lobo,Disturbia,3,NULL,NULL,0,NULL,NULL,NULL,NULL
Adrian Bravo,Rec,3,1,NULL,-1,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Oceans 13,2,1,NULL,NULL,NULL,NULL,NULL,0
Rafa Ferrer,Bogus,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Supersalidos,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Iñaki Bilbao,Siete Mesas de Billar Francés,3,1,NULL,0,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,El asesino,2,1,NULL,NULL,NULL,NULL,1,NULL
Txapulin,Expiación: Más Alla de la Pasión,4,NULL,NULL,1,NULL,NULL,NULL,NULL
Francisco Bellón,Un plan brillante,3,1,NULL,NULL,NULL,NULL,1,1
Rafa Ferrer,El niño de barro,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Mr Brooks,2,-1,NULL,NULL,NULL,NULL,NULL,NULL
Francisco Bellón,La Huella,2,1,NULL,1,NULL,NULL,1,0
Francisco Bellón,El Orfanato,2,0,NULL,NULL,1,NULL,NULL,0
Plissken,El Orfanato,4,1,1,NULL,NULL,NULL,-1,NULL
Oscar Cantero,El ataque de los muertos sin ojos,3,-1,-1,NULL,NULL,NULL,0,NULL
Rafa Ferrer,High School Musical,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,High School Musical 2,2,0,1,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Os declaro marido y marido,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tony Astonish,La promesa,2,NULL,0,0,NULL,NULL,NULL,NULL
Rafa Ferrer,Las vueltas de la vida,2,0,NULL,NULL,NULL,NULL,NULL,NULL
Iñaki Bilbao,El Orfanato,3,1,0,0,NULL,NULL,0,NULL
Rafa Ferrer,La Jungla 4
Rafa Delgado,High School Musical,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Delgado,High School Musical 2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,El Orfanato,5,-1,0,NULL,NULL,-1,-1,NULL
Rafa Ferrer,Concursante,2,NULL,NULL,NULL,NULL,0,NULL,NULL
Rafa Delgado,El Orfanato,4,0,NULL,NULL,NULL,NULL,0,NULL
Ramón Balcells,Promesas del Este,5,NULL,NULL,0,NULL,NULL,1,0
Tito Chinchan,Los burdeles de Paprika,3,NULL,NULL,NULL,NULL,NULL,NULL,-1
Kiko de España,Los Cronocrímenes,4,NULL,0,NULL,NULL,NULL,NULL,NULL
Kiko de España,Rec,5,NULL,NULL,NULL,-1,NULL,NULL,NULL
Rafa Ferrer,Lío embarazoso,2,-1,NULL,NULL,NULL,NULL,1,NULL
Dragon negro,1408,2,NULL,NULL,NULL,NULL,NULL,-1,-1
Emilio Calvo de Mora,El Orfanato,4,0,NULL,0,0,NULL,-1,-1
Silvia Giner,Las 13 Rosas,4,0,NULL,NULL,NULL,NULL,NULL,1
José A
Iñaki Bilbao,Un funeral de muerte,3,1,NULL,1,NULL,NULL,-1,NULL
Silvia Giner,Cabeza de perro,1,NULL,NULL,NULL,NULL,NULL,NULL,0
Ana Belén Pacheco,The Last Kiss,2,NULL,NULL,NULL,NULL,NULL,NULL,1
Ana Belén Pacheco,El último beso,4,0,NULL,0,NULL,NULL,NULL,NULL
Kiko de España,La Huella,2,0,NULL,NULL,NULL,NULL,NULL,NULL
Ana Belén Pacheco,Mr Brooks,1,-1,NULL,NULL,NULL,NULL,NULL,-1
Cp,Promesas del Este,4,NULL,NULL,-1,0,1,NULL,NULL
Silvia Giner,Adiós pequeña
Ana Belén Pacheco,3:10 to Yuma,3,0,NULL,0,NULL,NULL,NULL,-1
Francisco Bellón,La Joven Jane Austen,3,NULL,NULL,1,NULL,NULL,NULL,-1
Francisco Bellón,Las 13 Rosas,5,0,NULL,NULL,NULL,NULL,NULL,-1
Oscar Cantero,El niño de barro,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J-rules,El Orfanato,4,1,NULL,NULL,NULL,1,NULL,1
Iñaki Bilbao,First Snow (La primera nevada),3,NULL,-1,NULL,0,NULL,1,0
Emilio Calvo de Mora,Killing America,2,0,0,NULL,NULL,NULL,NULL,NULL
Patri,Las 13 Rosas,3,NULL,NULL,NULL,NULL,NULL,NULL,-1
Tito Chinchan,Operación Mata-Hari,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Guardianes del día,2,NULL,NULL,-1,NULL,NULL,NULL,NULL
Francisco Bellón,Quiéreme,2,NULL,NULL,NULL,NULL,NULL,1,NULL
Tito Chinchan,Supersalidos,2,-1,1,NULL,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Sunshine,2,0,0,0,NULL,NULL,NULL,NULL
Estesoyo,El Orfanato,1,-1,-1,0,0,NULL,0,NULL
Ramón Balcells,La extraña que hay en tí,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pruden Rodríguez,El Orfanato,4,-1,0,NULL,NULL,NULL,-1,0
Tito Chinchan,Brujas mágicas,3,NULL,NULL,0,NULL,NULL,1,NULL
José A
Emilio Calvo de Mora,Disturbia,3,0,-1,-1,1,NULL,0,1
Tito Chinchan,El número 23,3,NULL,NULL,NULL,NULL,NULL,1,NULL
Estesoyo,El número 23,1,-1,NULL,NULL,NULL,NULL,NULL,NULL
Naty Buqué,Rapado,3,1,-1,NULL,1,1,NULL,1
Oscar Cantero,Mandíbulas 2,1,NULL,-1,NULL,NULL,NULL,NULL,NULL
Plissken,Las 13 Rosas,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Francisco Bellón,The invasion,2,-1,NULL,NULL,NULL,NULL,0,-1
Francisco Bellón,Stardust,3,1,NULL,NULL,NULL,NULL,0,0
Francisco Bellón,53 días de invierno,2,-1,NULL,NULL,NULL,NULL,0,0
Queralt Antu,Caótica Ana,2,NULL,NULL,NULL,NULL,NULL,NULL,0
Silvia Giner,La Luna en Botella,4,1,NULL,NULL,NULL,NULL,0,1
Ana Belén Pacheco,Death Sentence,2,-1,-1,0,NULL,NULL,NULL,NULL
Andrés Pons,Saw 4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alex Largo,Los Simpson: La Película,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ramón Besonias,El Orfanato,2,0,NULL,-1,NULL,NULL,0,NULL
Matías Cobo,Promesas del Este,3,-1,-1,NULL,NULL,NULL,NULL,NULL
Juan Fondevila,El viaje de Chihiro,5,0,1,NULL,NULL,NULL,NULL,NULL
Juan Fondevila,Las vírgenes suicidas,4,0,0,NULL,NULL,NULL,NULL,NULL
Patri,El camino de los ingleses,2,NULL,NULL,NULL,NULL,NULL,NULL,0
Iñaki Bilbao,Stardust,3,0,0,0,NULL,NULL,NULL,NULL
Hombre Lobo,El Orfanato,2,-1,-1,NULL,NULL,NULL,NULL,NULL
José A
Mario,Saw 4,2,NULL,0,NULL,0,NULL,1,NULL
Ana Belén Pacheco,Los Seis Signos de la Luz,2,0,NULL,NULL,NULL,NULL,1,NULL
Ana Belén Pacheco,Una verdad incómoda,2,NULL,NULL,0,NULL,NULL,NULL,NULL
Silvia Giner,El Orfanato,2,NULL,NULL,NULL,NULL,NULL,NULL,0
Silvia Giner,Stardust,4,1,1,NULL,NULL,NULL,NULL,NULL
Francisco Bellón,Adiós pequeña
Francisco Bellón,El Asesinato de Jesse James por el Cobarde Robert Ford,4,1,NULL,NULL,NULL,NULL,-1,NULL
Francisco Bellón,Oviedo Express,4,0,NULL,NULL,NULL,NULL,-1,0
Estesoyo,300,1,-1,NULL,-1,NULL,NULL,NULL,NULL
Kiko de España,Shootem up,3,NULL,NULL,0,NULL,NULL,NULL,NULL
Alberto Concepción,El sueño de Cassandra,2,0,NULL,NULL,NULL,0,NULL,-1
Hombre Lobo,The invasion,2,NULL,NULL,-1,NULL,NULL,NULL,NULL
Ramón Balcells,Saw 4,1,-1,NULL,NULL,NULL,NULL,NULL,NULL
Oscar Cantero,Return to house on Haunted Hill,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Trabajo basura,2,NULL,NULL,0,NULL,NULL,NULL,-1
Tito Chinchan,Furia de Titanes,5,NULL,0,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Trabajo basura,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Little Nicky,3,0,1,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Hasta que el cura nos separe,2,0,0,NULL,NULL,NULL,NULL,NULL
Ramón Besonias,American Gangster,3,1,NULL,-1,NULL,NULL,1,NULL
Emilio Calvo de Mora,The invasion,2,1,NULL,NULL,NULL,NULL,-1,-1
Kiko de España,The Lookout,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Iñaki Bilbao,Adiós pequeña
Matías Cobo,Supersalidos,4,0,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Cube Zero,3,NULL,NULL,NULL,NULL,NULL,NULL,-1
Emilio Calvo de Mora,En bandeja de plata,5,0,-1,-1,NULL,0,0,NULL
Rafa Ferrer,Star Wars: La guerra de las galaxias,5,1,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Cube Zero,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,El viaje de Chihiro,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Jack Torrance,Resident Evil Extincion,2,NULL,NULL,-1,1,NULL,0,NULL
Plissken,La Luna en Botella,3,0,NULL,0,0,NULL,1,0
Kiko de España,Alien Space Avenger,1,-1,NULL,-1,NULL,NULL,-1,NULL
Tito Chinchan,El séptimo sello,3,NULL,NULL,0,NULL,NULL,0,NULL
Francisco Bellón,La Torre de Suso,3,1,NULL,NULL,NULL,NULL,0,-1
Francisco Bellón,La Zona,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Sol Naciente,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Star Wars V: El imperio contraataca,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Star Wars Episodio VI: El retorno del Jedi,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Shaolin Soccer,5,-1,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Resident Evil Extincion,3,-1,0,NULL,NULL,NULL,-1,NULL
Jack Torrance,Halloween El Origen,2,NULL,NULL,NULL,-1,NULL,0,0
Ramón Besonias,Adiós pequeña
Emilio Calvo de Mora,Leones por Corderos,3,0,0,NULL,NULL,NULL,NULL,0
Hombre Lobo,Dead silence,3,-1,NULL,-1,0,NULL,NULL,NULL
Iñaki Bilbao,La Torre de Suso,3,NULL,NULL,NULL,NULL,NULL,0,NULL
Rafa Ferrer,Stars Wars III La venganza de los Sith,4,-1,NULL,NULL,NULL,NULL,0,NULL
Silvia Giner,Resident Evil Extincion,3,0,NULL,NULL,NULL,NULL,NULL,0
Emilio Calvo de Mora,Fracture,3,0,NULL,NULL,NULL,NULL,-1,0
Ana Belén Pacheco,Un Corazón Invencible,2,NULL,NULL,NULL,0,NULL,NULL,0
Tito Chinchan,El marine (persecución extrema),2,0,0,NULL,NULL,NULL,0,NULL
Iñaki Bilbao,Leones por Corderos,4,NULL,NULL,NULL,NULL,0,NULL,NULL
Andrés Pons,Venus Drowning,5,1,NULL,NULL,NULL,NULL,NULL,NULL
Kiko de España,The Birthday,3,-1,1,NULL,NULL,NULL,0,1
José A
Patri,La tumba de las luciérnagas,5,1,-1,0,NULL,NULL,NULL,NULL
Estesoyo,Spiderman 3,1,NULL,NULL,0,NULL,NULL,-1,NULL
Francisco Bellón,Villa Tranquila,3,0,NULL,NULL,NULL,NULL,NULL,0
Francisco Bellón,La Luna en Botella,3,0,NULL,NULL,NULL,NULL,0,0
Patri,El último show,3,NULL,NULL,NULL,NULL,0,0,-1
Tito Chinchan,Pitch Black,4,NULL,NULL,NULL,NULL,NULL,0,NULL
Tito Chinchan,Las crónicas de Riddick,3,NULL,NULL,-1,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Redacted,2,-1,0,NULL,NULL,NULL,-1,NULL
Rafa Ferrer,Leones por Corderos,2,-1,NULL,NULL,NULL,NULL,-1,NULL
Iñaki Bilbao,Luz de Domingo,3,1,NULL,0,NULL,NULL,0,NULL
Iñaki Bilbao,Las crónicas de Riddick,2,NULL,NULL,0,NULL,NULL,NULL,-1
Iñaki Bilbao,Pitch Black,3,NULL,NULL,NULL,NULL,NULL,0,0
Tito Chinchan,Arma Fatal (Hot Fuzz),4,NULL,NULL,-1,NULL,NULL,NULL,NULL
Marta,El Orfanato,3,-1,NULL,0,NULL,NULL,0,NULL
Emilio Calvo de Mora,El buscavidas,5,1,NULL,1,NULL,NULL,NULL,NULL
Francisco Bellón,La habitacion de Fermat,2,0,NULL,NULL,NULL,NULL,0,0
Andrés Pons,Ginger Snaps,4,0,NULL,NULL,NULL,NULL,NULL,NULL
Oscar Martínez,La habitacion de Fermat,3,NULL,NULL,NULL,NULL,NULL,0,NULL
Plissken,Los Cronocrímenes,4,0,NULL,NULL,NULL,NULL,0,NULL
Tito Chinchan,El vengador tóxico,3,-1,NULL,1,NULL,NULL,1,-1
Oscar Martínez,Beowulf,3,NULL,NULL,NULL,NULL,NULL,0,0
Oscar Martínez,Rec,5,-1,-1,NULL,-1,NULL,NULL,NULL
Francisco Bellón,Michael Clayton,2,0,NULL,NULL,NULL,NULL,0,1
Andrés Pons,El maligno,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Francisco Bellón,Encantada: La Historia de Giselle,2,NULL,NULL,NULL,NULL,NULL,NULL,0
Francisco Bellón,La Sombra del Reino,2,1,NULL,NULL,1,NULL,NULL,NULL
Oscar Cantero,Operación Stormbreaker,1,0,NULL,0,NULL,NULL,0,NULL
Francisco Bellón,Arritmia,3,0,0,NULL,NULL,NULL,-1,-1
Iñaki Bilbao,El asesinato de Richard Nixon,3,NULL,NULL,NULL,NULL,NULL,-1,NULL
Iñaki Bilbao,El aviador,4,-1,NULL,NULL,NULL,NULL,0,NULL
Iñaki Bilbao,El capitan blood,3,-1,NULL,NULL,NULL,NULL,NULL,NULL
Kiko de España,Beowulf,2,-1,NULL,NULL,NULL,NULL,NULL,NULL
Kiko de España,Heima,4,NULL,NULL,NULL,0,NULL,NULL,NULL
Iñaki Bilbao,La tumba de las luciérnagas,3,0,NULL,-1,NULL,NULL,NULL,NULL
Ana Belén Pacheco,Adiós pequeña
Ana Belén Pacheco,Saw 4,2,1,NULL,NULL,NULL,NULL,-1,NULL
Ana Belén Pacheco,La camarera,4,NULL,NULL,NULL,NULL,NULL,0,NULL
Emilio Calvo de Mora,Piratas del Caribe: En el Fin del Mundo,2,0,NULL,-1,NULL,NULL,NULL,NULL
Rafa Delgado,Rec,5,-1,NULL,NULL,NULL,NULL,-1,NULL
Rafa Delgado,El sueño de Cassandra,2,NULL,NULL,NULL,NULL,NULL,-1,NULL
Rafa Delgado,Supersalidos,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Silvia Giner,Leones por Corderos,3,NULL,NULL,NULL,NULL,NULL,NULL,1
Rafa Ferrer,Fast food nation,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Iñaki Bilbao,La boda de Muriel,4,NULL,NULL,NULL,NULL,NULL,NULL,1
Iñaki Bilbao,La Caja Kovak,3,NULL,NULL,0,NULL,NULL,1,NULL
Emilio Calvo de Mora,Soñadores,3,1,NULL,NULL,NULL,NULL,NULL,NULL
Alex Largo,Scoop,3,-1,NULL,NULL,NULL,NULL,NULL,NULL
José A
Iñaki Bilbao,La Sombra del Reino,2,1,NULL,NULL,NULL,NULL,NULL,NULL
Francisco Bellón,Beowulf,2,1,NULL,-1,NULL,NULL,NULL,NULL
Silvia Giner,Paris je t'aime,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Francisco Bellón,La camarera,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Andrés Pons,El foso de la muerte,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Iñaki Bilbao,Scoop,3,NULL,NULL,1,NULL,NULL,0,NULL
Iñaki Bilbao,La Condesa de Hong Kong,2,NULL,NULL,1,NULL,NULL,NULL,NULL
Matías Cobo,Leones por Corderos,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ana Belén Pacheco,Leones por Corderos,2,0,NULL,NULL,NULL,NULL,0,NULL
Plissken,Rec,5,0,NULL,NULL,NULL,NULL,1,1
Oscar Martínez,Bee movie,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Iñaki Bilbao,Un Final Made In Hollywood,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Iñaki Bilbao,Un tranvía llamado deseo,5,0,NULL,1,NULL,NULL,NULL,0
Iñaki Bilbao,Un Rey en Nueva York,3,-1,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Las vampiras,1,1,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Bender´s Big Score,5,NULL,NULL,NULL,NULL,NULL,1,NULL
Iñaki Bilbao,Una canción del pasado,3,0,NULL,0,NULL,NULL,NULL,0
Francisco Bellón,Hitman,2,1,NULL,NULL,NULL,NULL,1,1
Iñaki Bilbao,Las vampiras,2,NULL,NULL,NULL,NULL,NULL,NULL,-1
Rafa Ferrer,Rec,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Kiko de España,Flipado sobre ruedas,4,NULL,NULL,1,NULL,NULL,NULL,NULL
Jokin García ,Rec,4,1,NULL,NULL,1,NULL,0,NULL
