user_id,item_id,rating,efectos,comedia,genero,film,personajes,protagonista,mundo,escenas,espectador,epoca
Francisco Bellón,Miguel y William,4,-1.0,,,,,,,,,
Oscar Cantero,Shin Chan ¡Los adultos contraatacan!,1,,,-1.0,,,,,,,
Tito Chinchan,Noviembre,5,,,,,,,-1.0,,,
Matías Cobo,Apocalypto,4,,,,,,,-1.0,,,
Silvia,María Antonieta,2,,,-1.0,,,,,,,
Silvia,El truco final (The Prestige),4,,,,,,-1.0,,,,
Silvia,Monster house,4,1.0,,,,,,,-1.0,,
"Francisco Bellón,""Quo vadis, baby?"",2,,,,-1.0,,,,,,"
Emilio Calvo de Mora,Memento,5,,,,-1.0,,-1.0,,,1.0,
Elena Suárez,Ases calientes,2,-1.0,,,-1.0,,,,0.0,,
"Emilio Calvo de Mora,""Quo vadis, baby?"",2,,,,-1.0,,,,,,"
Plissken,Captivity,2,,,,,,,,,,-1.0
Plissken,Miguel y William,2,-1.0,,,,,,,,,
Matías Cobo,Bobby,3,,,,,,,,,1.0,
Rafa Ferrer,Epic movie,1,-1.0,,,,,,,,,-1.0
Rafa Ferrer,Frankenstein de Mary Shelly,3,,1.0,,,,0.0,,,0.0,
Francisco Bellón,En busca de la felicidad,1,,,,,,,-1.0,,-1.0,
Jose Contreras,En busca de la felicidad,3,,,,,,,-1.0,,-1.0,
Jesus Lens,Rocky Balboa,3,,,,,1.0,,,,,
Caruco,Dreamgirls,4,,,,,-1.0,,,,-1.0,
Caruco,El libro negro,2,,,,,,,,1.0,1.0,
Emilio Calvo de Mora,Vidas cruzadas (Short cuts),5,,,-1.0,,,,,-1.0,-1.0,
Iñigo,Sin fin (Bez Konca),4,,,,,,,,,-1.0,
Tito Chinchan,Big fish,5,,,,1.0,,,,,,
Emilio Calvo de Mora,Raices profundas,5,,,,-1.0,,,,,-1.0,
Emilio Calvo de Mora,Apocalypto,4,,,,,,,-1.0,,,
Ramón Balcells,El truco final (The Prestige),5,,,,,,-1.0,,,,
Tito Chinchan,Dreamgirls,2,,,,,-1.0,,,,-1.0,
Yojimbo,Malas temporadas,3,0.0,,,,,-1.0,,,0.0,
Yojimbo,Elizabethtown,4,,,-1.0,,,,,,0.0,
Yojimbo,La vida secreta de las palabras,2,,,,,0.0,,,,,
Yojimbo,Una vida por delante,4,,1.0,,,,,,,,
Yojimbo,Inside deep throat,4,,,,,,,1.0,,,
Yojimbo,Batalla en el cielo,3,,,,-1.0,,,,,-1.0,
Yojimbo,Princesas,2,,-1.0,,,,,,,,
Yojimbo,Coach Carter,3,,,,,,,,0.0,,
Yojimbo,León y Olvido,2,,0.0,,,,,,,,
Yojimbo,El funeral del jefe,3,,,,,,,0.0,,,
Yojimbo,In my country,2,,,-1.0,,,,-1.0,,-1.0,
Yojimbo,Sin city,3,,1.0,1.0,,,,1.0,,,
Yojimbo,La guerra de los mundos,4,-1.0,,,,,,,,,
Yojimbo,Mar adentro,1,,,,,,-1.0,,-1.0,,
Yojimbo,El reino de los cielos,2,1.0,,,,,,,,,
Emilio Calvo de Mora,Cry Wolf,1,,,,,,,,,,-1.0
Matías Cobo,Campamento Jesús,5,,,,,,0.0,-1.0,,,
Nobody's perfect,13 tzameti,4,,,,-1.0,,,,,-1.0,
Florinda Chic,Días de cine,2,-1.0,,,-1.0,,,,,,
Florinda Chic,13 tzameti,4,,,,-1.0,,,,,-1.0,
Jeremy Fox,Diamante de sangre,5,,,,,,,,,-1.0,
Tito Chinchan,Cry Wolf,3,,,,,,,,,,-1.0
Emilio Calvo de Mora,El ángel exterminador,5,,,,,,,-1.0,,,
Francisco Bellón,Noche en el museo,2,1.0,,,,,,-1.0,,,
Emilio Calvo de Mora,El nombre de la rosa,4,,,,,,,,,,-1.0
Emilio Calvo de Mora,Dreamgirls,2,,,,,-1.0,,,,-1.0,
Tito Chinchan,Eyes wide shut,3,,,,,,,,,-1.0,
Jeremy Fox,Apocalypto,5,,,,,,,-1.0,,,
Florinda Chic,Diamante de sangre,4,,,,,,,,,-1.0,
Francisco Bellón,Dreamgirls,1,,,,,-1.0,,,,-1.0,
Emilio Calvo de Mora,V de Vendetta,4,,,-1.0,,,,-1.0,,-1.0,
Francisco Bellón,Diamante de sangre,1,,,,,,,,,-1.0,
Tito Chinchan,La ley del silencio,5,-1.0,,,,,,,,-1.0,
Emilio Calvo de Mora,El crepúsculo de los dioses,5,,,,,,,,,-1.0,
"Emilio Calvo de Mora,""Tetsuo, the iron man"",3,,,,,,,,-1.0,-1.0,-1.0"
Ramón Balcells,Bobby,5,,,,,,,,,1.0,
Ramón Balcells,En busca de la felicidad,3,,,,,,,-1.0,,-1.0,
Iñigo,Funny Games,5,,,,,,,,,,-1.0
Caruco,En busca de la felicidad,3,,,,,,,-1.0,,-1.0,
Caruco,Noche en el museo,2,1.0,,,,,,-1.0,,,
Jose Contreras,Diamante de sangre,3,,,,,,,,,-1.0,
Tito Chinchan,Muerte de un ciclista,5,0.0,0.0,,,,,,,,
Florinda Chic,Shortbus,5,,,,,,,,,,-1.0
Alvaro Oliva,En busca de la felicidad,3,,,,,,,-1.0,,-1.0,
Francisco Bellón,Días de cine,1,-1.0,,,-1.0,,,,,,
Emilio Calvo de Mora,Ordet. La palabra,5,-1.0,,,,,,,,-1.0,
Caty,Cadena Perpétua,5,,,,-1.0,,,,,,
Francisco Bellón,Juegos secretos,1,,,,-1.0,,,,,,
Marta,María Antonieta,2,,,-1.0,,,,,,,
F. José Lorite,La Novia Cadaver,5,,1.0,,,,,,,,
Emilio Calvo de Mora,El resplandor,5,,,,,,,,-1.0,,
Tito Chinchan,Pulse,2,,,,,,-1.0,,,,
Tito Chinchan,La gran evasión,5,,,,,,,,0.0,,
Jeremy Fox,El truco final (The Prestige),3,,,,,,-1.0,,,,
Iñigo,El Espejo (Zerkalo),5,,,,-1.0,,,,,-1.0,
Emilio Calvo de Mora,Los amigos de Peter,4,1.0,,,,,,,,1.0,
Emilio Calvo de Mora,Matinee,3,,,,,,,-1.0,,-1.0,
Berto,300,4,-1.0,,,,,,-1.0,,,
Alberto Concepción,María Antonieta,2,,,-1.0,,,,,,,
Emilio Calvo de Mora,Syriana,2,-1.0,,,,,,,,-1.0,
Rafa Ferrer,La Novia Cadaver,4,,1.0,,,,,,,,
Luis Zueco,Paris je t'aime,4,,,1.0,,,,,,,
Matías Cobo,Juegos secretos,3,,,,-1.0,,,,,,
Francisco Bellón,Manuale D'Amore 2,1,1.0,,,1.0,,1.0,,,,
Oscar Cantero,Manuale D'Amore 2,2,1.0,,,1.0,,1.0,,,,
Oscar Cantero,Diamante de sangre,3,,,,,,,,,-1.0,
Emilio Calvo de Mora,Klimt,2,,-1.0,,,,,,,-1.0,
Kiko de España,Inland empire,5,,,,,,,,,-1.0,
Emilio Calvo de Mora,Funny Games,3,,,,,,,,,,-1.0
Nobody's perfect,Tristram Shandy,3,,,,,,,-1.0,,,
Rafa Ferrer,Salvador,4,-1.0,,,-1.0,,,,,-1.0,
Matías Cobo,El Motorista Fantasma (Ghost Rider),2,,,,,,-1.0,-1.0,,,
Daniel Galindo,Manuale D'Amore 2,3,1.0,,,1.0,,1.0,,,,
Daniel Galindo,Pulse,1,,,,,,-1.0,,,,
Daniel Galindo,Bosque de sombras,2,,,,,,,,,-1.0,-1.0
Ibán Manzano,Juegos secretos,3,,,,-1.0,,,,,,
Caruco,Juegos secretos,3,,,,-1.0,,,,,,
Mala Besta,El Motorista Fantasma (Ghost Rider),1,,,,,,-1.0,-1.0,,,
Mala Besta,Juegos secretos,2,,,,-1.0,,,,,,
Emilio Calvo de Mora,Pulse,2,,,,,,-1.0,,,,
Mario,El Motorista Fantasma (Ghost Rider),1,,,,,,-1.0,-1.0,,,
Florinda Chic,Inland empire,3,,,,,,,,,-1.0,
Tito Chinchan,Ases calientes,4,-1.0,,,-1.0,,,,0.0,,
Tito Chinchan,Toro salvaje,5,,,,,0.0,,,,-1.0,
Rafa Ferrer,Juegos secretos,2,,,,-1.0,,,,,,
Rafa Ferrer,Un puente hacia Terabithia,2,-1.0,,,,,,-1.0,,,-1.0
Emilio Calvo de Mora,Babel,4,,,,-1.0,,,,,,
Francisco Bellón,Cartas desde Iwo Jima,4,,,,,-1.0,,,-1.0,,
Rafa Ferrer,Alone in the dark,1,,,,,,,,,,-1.0
Rafa Ferrer,American Dreamz,3,,,-1.0,,,,,,-1.0,
Rafa Ferrer,Asterix y los vikingos,3,1.0,,,,,,,,,0.0
Berto,Noche en el museo,2,1.0,,,,,,-1.0,,,
Florinda Chic,Venus,3,,,,,,,,,,1.0
Tito Chinchan,Teléfono rojo volamos hacia Moscú,5,,-1.0,,,,,,,,
Emilio Calvo de Mora,Banderas de nuestros padres,3,,,,,,,,-1.0,,
Emilio Calvo de Mora,Las mantenidas sin sueños,3,,,,0.0,,,,,,
Ricard Marcet,Los paraguas de Cherburgo,4,,,,,,,,,-1.0,
Ricard Marcet,Glen or Glenda?,4,,,,-1.0,,,,,-1.0,
Rafa Ferrer,Voces en la noche,1,,,,,,,,,-1.0,
Emilio Calvo de Mora,Días de cine,1,-1.0,,,-1.0,,,,,,
Iñigo,Pulse,2,,,,,,-1.0,,,,
Emilio Calvo de Mora,Delicatessen,4,,,,,,,1.0,,1.0,
Jesus Lens,Ases calientes,1,-1.0,,,-1.0,,,,0.0,,
Tito Chinchan,El tercer hombre,5,,,,,,,,,0.0,
Luis Zueco,Klimt,1,,-1.0,,,,,,,-1.0,
Dragon negro,El Motorista Fantasma (Ghost Rider),2,,,,,,-1.0,-1.0,,,
Florinda Chic,El último rey de Escocia,4,,,,,,,,,,-1.0
Taliesin,Banderas de nuestros padres,3,,,,,,,,-1.0,,
Rafa Ferrer,Manuale D'Amore 2,2,1.0,,,1.0,,1.0,,,,
Kiko de España,The host,2,,,-1.0,,,,,,,
Francisco Bellón,El último rey de Escocia,4,,,,,,,,,,-1.0
Francisco Bellón,Venus,3,,,,,,,,,,1.0
Javier Saz,The host,3,,,-1.0,,,,,,,
Florinda Chic,Bosque de sombras,3,,,,,,,,,-1.0,-1.0
Tito Chinchan,El Motorista Fantasma (Ghost Rider),2,,,,,,-1.0,-1.0,,,
Jeremy Fox,The Queen,4,-1.0,,,,,,,,-1.0,
Emilio Calvo de Mora,Juegos secretos,3,,,,-1.0,,,,,,
Kiko de España,Bosque de sombras,2,,,,,,,,,-1.0,-1.0
Yojimbo,María Antonieta,1,,,-1.0,,,,,,,
Yojimbo,Días de cine,1,-1.0,,,-1.0,,,,,,
Iñigo,Inland empire,5,,,,,,,,,-1.0,
Daniel Galindo,Paris je t'aime,3,,,1.0,,,,,,,
Daniel Galindo,3º colder,4,,,,,,,,,1.0,0.0
Jesus Lens,Pequeña miss sunshine,3,,,1.0,,,,,,,
Emilio Calvo de Mora,Wicker man,2,,,-1.0,,,-1.0,-1.0,,-1.0,
Elena Suárez,Más extraño que la ficción,5,,,,,,,,,,0.0
Vsancha,Bosque de sombras,3,,,,,,,,,-1.0,-1.0
Oscar Cantero,El grito 2,1,,,,,,-1.0,,,,
Rafa Ferrer,Ciudad del silencio,4,,,,-1.0,,,,-1.0,-1.0,
Rafa Ferrer,300,5,-1.0,,,,,,-1.0,,,
Emilio Calvo de Mora,Inland empire,2,,,,,,,,,-1.0,
Rafa Ferrer,Zombies party,3,,0.0,,,,,,,,
Rafa Ferrer,Zathura,2,1.0,,,,,,1.0,,0.0,
Rafa Ferrer,Plan de Vuelo (Desaparecida),2,,,,,,-1.0,-1.0,,,
Rafa Ferrer,La noche de los girasoles,4,,,,,,,,-1.0,,
Rafa Ferrer,El corral,3,-1.0,,,,-1.0,,,,,
Dragon negro,El grito 2,1,,,,,,-1.0,,,,
Mala Besta,El grito 2,2,,,,,,-1.0,,,,
Mala Besta,Voces en la noche,2,,,,,,,,,-1.0,
Plissken,Inland empire,2,,,,,,,,,-1.0,
Ramón Balcells,Juegos secretos,5,,,,-1.0,,,,,,
Javier Saz,Inland empire,4,,,,,,,,,-1.0,
Rafa Ferrer,Cartas desde Iwo Jima,4,,,,,-1.0,,,-1.0,,
Jose Contreras,La vida de los otros,2,,,,,,,,,1.0,
Juan David,Una verdad incómoda,4,,,,,,,-1.0,,,
Emilio Calvo de Mora,La vida abismal,2,,,,,,,-1.0,,,
Taliesin,La vida de los otros,4,,,,,,,,,1.0,
Francisco Bellón,El buen alemán,4,,,,,,,,,-1.0,
Marta,Dreamgirls,3,,,,,-1.0,,,,-1.0,
Rafa Ferrer,Bosque de sombras,2,,,,,,,,,-1.0,-1.0
Lady Winter,El buen alemán,3,,,,,,,,,-1.0,
Lady Winter,The host,4,,,-1.0,,,,,,,
Emilio Calvo de Mora,La ciencia del sueño,4,,,,-1.0,,,,,,
Rafa Ferrer,Ant bully,3,-1.0,,,,,,-1.0,,,
Rafa Ferrer,Yo soy la juani,1,,,,,,-1.0,,,,
Bloody Will,The host,3,,,-1.0,,,,,,,
Torbe,Apocalypto,3,,,,,,,-1.0,,,
Noa,The host,4,,,-1.0,,,,,,,
Emilio Calvo de Mora,Magnolia,4,,,1.0,,,,,,1.0,
Rafa Ferrer,Azuloscurocasinegro,5,,,,1.0,,,,,,
Jesus Lens,La vida de los otros,5,,,,,,,,,1.0,
Emilio Calvo de Mora,Cabalgar en solitario,5,,,,,,,1.0,,1.0,
Ramón Balcells,Paris je t'aime,4,,,1.0,,,,,,,
Emilio Calvo de Mora,El hombre de Laramie,5,,,,,,,,-1.0,1.0,
Ramón Balcells,Cartas desde Iwo Jima,5,,,,,-1.0,,,-1.0,,
Rafa Ferrer,La educación de las hadas,4,-1.0,,,,,,-1.0,,-1.0,
Rafa Ferrer,Arena en los bolsillos,2,-1.0,,,-1.0,,,,,,
Mario,The host,3,,,-1.0,,,,,,,
Jose Contreras,The host,2,,,-1.0,,,,,,,
Silvia Giner,Manuale D'Amore 2,5,1.0,,,1.0,,1.0,,,,
Florinda Chic,El buen alemán,2,,,,,,,,,-1.0,
Yul B.,Un puente hacia Terabithia,3,-1.0,,,,,,-1.0,,,-1.0
Taliesin,El buen alemán,3,,,,,,,,,-1.0,
Oscar Cantero,Un puente hacia Terabithia,3,-1.0,,,,,,-1.0,,,-1.0
Caruco,Cartas desde Iwo Jima,4,,,,,-1.0,,,-1.0,,
Caruco,La vida de los otros,5,,,,,,,,,1.0,
Caruco,El último rey de Escocia,3,,,,,,,,,,-1.0
Caruco,La ciencia del sueño,5,,,,-1.0,,,,,,
Caruco,Diamante de sangre,2,,,,,,,,,-1.0,
Ana,La ciencia del sueño,5,,,,-1.0,,,,,,
"Nobody's perfect,""Teresa, el cuerpo de Cristo"",2,-1.0,,-1.0,-1.0,,,,,-1.0,"
Dragon negro,Un puente hacia Terabithia,2,-1.0,,,,,,-1.0,,,-1.0
Rafa Martín,The host,3,,,-1.0,,,,,,,
Rafa Ferrer,El Motorista Fantasma (Ghost Rider),2,,,,,,-1.0,-1.0,,,
Florinda Chic,Invisibles,4,,,,,,,-1.0,,-1.0,
"Francisco Bellón,""Teresa, el cuerpo de Cristo"",1,-1.0,,-1.0,-1.0,,,,,-1.0,"
Jeremy Fox,300,4,-1.0,,,,,,-1.0,,,
Ivan Sainz-Pardo,Bosque de sombras,3,,,,,,,,,-1.0,-1.0
Rafa Ferrer,Alfie,2,,,,0.0,,,,,,
Dragon negro,Inland empire,4,,,,,,,,,-1.0,
Emilio Calvo de Mora,The host,2,,,-1.0,,,,,,,
Emilio Calvo de Mora,Miss Potter,2,,,,,,,,,-1.0,
Puspus,The host,2,,,-1.0,,,,,,,
Puspus,Diamante de sangre,3,,,,,,,,,-1.0,
Ramón Besonias,The host,4,,,-1.0,,,,,,,
Ramón Besonias,La ciencia del sueño,2,,,,-1.0,,,,,,
Ramón Besonias,Bosque de sombras,2,,,,,,,,,-1.0,-1.0
Emilio Calvo de Mora,El grito 2,1,,,,,,-1.0,,,,
Ramón Balcells,Diamante de sangre,4,,,,,,,,,-1.0,
Silvia Giner,Captivity,1,,,,,,,,,,-1.0
Emilio Calvo de Mora,El ciclo dreyer,2,,,,-1.0,,,,,0.0,
Rafa Ferrer,Babel,2,,,,-1.0,,,,,,
"Silvia Giner,""Teresa, el cuerpo de Cristo"",2,-1.0,,-1.0,-1.0,,,,,-1.0,"
Rafa Ferrer,Guia del autoestopista galáctico,3,,,,-1.0,,,,,-1.0,
Rafa Ferrer,Big fish,5,,,,1.0,,,,,,
Tito Chinchan,The host,1,,,-1.0,,,,,,,
Emilio Calvo de Mora,Diamante de sangre,3,,,,,,,,,-1.0,
Emilio Calvo de Mora,Captivity,2,,,,,,,,,,-1.0
Matías Cobo,La vida de los otros,5,,,,,,,,,1.0,
Alvaro Oliva,Paris je t'aime,3,,,1.0,,,,,,,
Alvaro Oliva,The host,1,,,-1.0,,,,,,,
Jesus Lens,El velo pintado,3,,,,,,,,,1.0,
Ramón Balcells,Invisibles,4,,,,,,,-1.0,,-1.0,
Ramón Besonias,El último rey de Escocia,3,,,,,,,,,,-1.0
Florinda Chic,El jefe de todo esto,2,,,,,0.0,,-1.0,,,
Emilio Calvo de Mora,Café irlandés,4,,,,,,,,,1.0,
Jeremy Fox,Bobby,4,,,,,,,,,1.0,
Ramón Besonias,Robin y Marian,5,,,,,,,,,,-1.0
Francisco Bellón,Hannibal: El origen del mal,2,,,,,,,,,,-1.0
Francisco Bellón,Lola: La película,2,-1.0,,,,,,,,-1.0,
Dragon negro,300,4,-1.0,,,,,,-1.0,,,
Emilio Calvo de Mora,Scoop,3,1.0,,,,,,,,,
Ramón Balcells,The host,5,,,-1.0,,,,,,,
Luis Zueco,La vida de los otros,5,,,,,,,,,1.0,
Luis Zueco,Infiltrados,2,,,,,,,,-1.0,,
Kamala,Brick,3,,,,,,,,,-1.0,
Emilio Calvo de Mora,Voces en la noche,2,,,,,,,,,-1.0,
Isabel Aparicio,Pequeña miss sunshine,5,,,1.0,,,,,,,
Francisco Bellón,Edmond,3,,,,,,,,,,1.0
Emilio Calvo de Mora,Sneakers (Los fisgones),4,,,,-1.0,,,,,-1.0,
Rafa Ferrer,Casino Royale,4,,,,1.0,,,,,,
Emilio Calvo de Mora,La Caja Kovak,4,,,,-1.0,,,,,,
Luis Zueco,Closer,3,,,-1.0,-1.0,,,,,,-1.0
Jesus Lens,Hannibal: El origen del mal,2,,,,,,,,,,-1.0
Luis Zueco,El Efecto Mariposa,4,,,,,,,,,,-1.0
Emilio Calvo de Mora,Pequeña miss sunshine,4,,,1.0,,,,,,,
Emilio Calvo de Mora,Detour (El desvío),5,,,,1.0,,,,,1.0,
Silvia Giner,El último rey de Escocia,3,,,,,,,,,,-1.0
Silvia Giner,Hannibal: El origen del mal,3,,,,,,,,,,-1.0
Emilio Calvo de Mora,Bosque de sombras,2,,,,,,,,,-1.0,-1.0
Tito Chinchan,Epic movie,1,-1.0,,,,,,,,,-1.0
Tito Chinchan,Infiltrados,3,,,,,,,,-1.0,,
Tito Chinchan,Admitido,2,-1.0,,,,,,,0.0,,
Tito Chinchan,Los 300 espartanos,5,-1.0,,,,,,-1.0,,,
Tito Chinchan,Hannibal: El origen del mal,2,,,,,,,,,,-1.0
Evasee,Concursante,4,,,,-1.0,,,,,-1.0,
Red Stovall,Concursante,2,,,,-1.0,,,,,-1.0,
Florinda Chic,Tristram Shandy,4,,,,,,,-1.0,,,
Emilio Calvo de Mora,Empieza el espectáculo,5,,,,,,,,,,-1.0
Florinda Chic,El síndrome de Svensson,2,,1.0,,,,,,,,
Silvia Giner,El síndrome de Svensson,3,,1.0,,,,,,,,
Txapulin,Una verdad incómoda,3,,,,,,,-1.0,,,
Yojimbo,El buen alemán,2,,,,,,,,,-1.0,
Yojimbo,Paris je t'aime,3,,,1.0,,,,,,,
Yojimbo,Concursante,2,,,,-1.0,,,,,-1.0,
Francisco Bellón,Atlas de Geografía Humana,2,,,,,1.0,,,,1.0,
Emilio Calvo de Mora,The river king,2,,,,0.0,,,,,,
Tito Chinchan,Extraños en un tren,5,,,,,,1.0,,,,
Ramón Balcells,El velo pintado,4,,,,,,,,,1.0,
Matías Cobo,300,5,-1.0,,,,,,-1.0,,,
Jesus Lens,300,5,-1.0,,,,,,-1.0,,,
Ramón Besonias,300,2,-1.0,,,,,,-1.0,,,
Alex Largo,El buen alemán,3,,,,,,,,,-1.0,
Alex Largo,El último rey de Escocia,3,,,,,,,,,,-1.0
Josini,Hannibal: El origen del mal,2,,,,,,,,,,-1.0
Iñaki Bilbao,300,3,-1.0,,,,,,-1.0,,,
Tito Chinchan,Piratas,2,-1.0,,,,,,,,,-1.0
Enrique Colmena,Concursante,2,,,,-1.0,,,,,-1.0,
Caruco,300,3,-1.0,,,,,,-1.0,,,
Josini,Dies irae,5,,,,,,,,,-1.0,
Daniel Galindo,300,3,-1.0,,,,,,-1.0,,,
Rafa Ferrer,Closer,4,,,-1.0,-1.0,,,,,,-1.0
Rafa Ferrer,Hitch,3,,,,1.0,,,1.0,,,
Taliesin,300,3,-1.0,,,,,,-1.0,,,
Emilio Calvo de Mora,The Queen,5,-1.0,,,,,,,,-1.0,
Emilio Calvo de Mora,Hannibal: El origen del mal,2,,,,,,,,,,-1.0
Emilio Calvo de Mora,Invisibles,4,,,,,,,-1.0,,-1.0,
Iñaki Bilbao,20.000 años en Sing Sing,3,,,,,,-1.0,,-1.0,,
Tito Chinchan,300,5,-1.0,,,,,,-1.0,,,
Cp,300,4,-1.0,,,,,,-1.0,,,
JohnTrent,300,4,-1.0,,,,,,-1.0,,,
Emilio Calvo de Mora,Time,3,,,,,,,,,-1.0,
Florinda Chic,Fundido a negro,2,,,,1.0,,,,,0.0,
Alvaro Oliva,300,4,-1.0,,,,,,-1.0,,,
Alvaro Oliva,Lola: La película,3,-1.0,,,,,,,,-1.0,
Nüx,Paris je t'aime,3,,,1.0,,,,,,,
Emilio Calvo de Mora,Vivir,5,-1.0,,,,,,,,-1.0,
Nüx,Time,3,,,,,,,,,-1.0,
Iñaki Bilbao,El hombre del carrito,5,,,,,,,,,1.0,
Robgordon,300,4,-1.0,,,,,,-1.0,,,
Caruco,El último show,2,,,-1.0,,,,,,-1.0,-1.0
Enrique Colmena,300,4,-1.0,,,,,,-1.0,,,
"Ricardo Marquina,""Y si no, nos enfadamos"",5,,,0.0,,,,0.0,,-1.0,"
Radon,Descubriendo a los Robinsons,4,,,,,,1.0,,,,
Nüx,Apocalypto,5,,,,,,,-1.0,,,
Francisco Bellón,Days of glory,2,,,,-1.0,,,,,-1.0,
Francisco Bellón,Madrigal,1,,,,,,,,-1.0,,
Francisco Bellón,Fundido a negro,3,,,,1.0,,,,,0.0,
Enrique Colmena,Tara Road,2,,,,-1.0,,,,,,
Ramón Balcells,Pequeña miss sunshine,5,,,1.0,,,,,,,
Emilio Calvo de Mora,300,5,-1.0,,,,,,-1.0,,,
"Rafa Ferrer,""Y si no, nos enfadamos"",3,,,0.0,,,,0.0,,-1.0,"
Iñaki Bilbao,Descubriendo a los Robinsons,3,,,,,,1.0,,,,
Francisco Bellón,El último show,2,,,-1.0,,,,,,-1.0,-1.0
Francisco Bellón,Las Vacaciones de Mr. Bean,3,,,0.0,,,,,,,
Emilio Calvo de Mora,Descubriendo a los Robinsons,2,,,,,,1.0,,,,
Francisco Bellón,Diario de un escándalo,5,,,,1.0,,,,,,
Ramón Balcells,El caso Slevin,3,,,,1.0,,,1.0,,1.0,
Emilio Calvo de Mora,El buen alemán,2,,,,,,,,,-1.0,
Emilio Calvo de Mora,Man to man,2,0.0,,,,,,,,-1.0,
Bloody Will,The messengers,2,-1.0,,,,,-1.0,,,-1.0,
Iñaki Bilbao,El hombre invisible,5,,,,-1.0,,,,,,
Alex Largo,300,4,-1.0,,,,,,-1.0,,,
Pruden Rodríguez,Epic movie,1,-1.0,,,,,,,,,-1.0
Calaf,300,4,-1.0,,,,,,-1.0,,,
Florinda Chic,Alpha Dog,3,,,,,,,,,-1.0,
Jose Contreras,Descubriendo a los Robinsons,3,,,,,,1.0,,,,
Iñaki Bilbao,Days of glory,3,,,,-1.0,,,,,-1.0,
JPastor,300,4,-1.0,,,,,,-1.0,,,
Alex Largo,El velo pintado,5,,,,,,,,,1.0,
Emilio Calvo de Mora,Ciudad del silencio,1,,,,-1.0,,,,-1.0,-1.0,
Ramón Besonias,El buen alemán,2,,,,,,,,,-1.0,
Matías Cobo,El último rey de Escocia,3,,,,,,,,,,-1.0
Caruco,Pequeña miss sunshine,3,,,1.0,,,,,,,
Enrique Colmena,Diario de un escándalo,3,,,,1.0,,,,,,
Robgordon,Diario de un escándalo,4,,,,1.0,,,,,,
Alex Largo,La Caja Kovak,4,,,,-1.0,,,,,,
Florinda Chic,La flauta mágica,2,,-1.0,,,,,,,,
Luis Zueco,300,2,-1.0,,,,,,-1.0,,,
Nüx,300,5,-1.0,,,,,,-1.0,,,
Iñaki Bilbao,El hombre atrapado (Man Hunt),4,,0.0,,,,,,,,
Tito Chinchan,El ejército de las tinieblas,4,,,,-1.0,,,-1.0,,,
Emilio Calvo de Mora,Trastorno,2,-1.0,,,,,,,,,
Alex Largo,The river king,3,,,,0.0,,,,,,
Alex Largo,Hijos de los hombres,5,,,-1.0,,,,,,-1.0,
Matías Cobo,Diario de un escándalo,4,,,,1.0,,,,,,
Iñaki Bilbao,Un hombre fenómeno  (Wonder man),4,,,,1.0,,,,,,
Pruden Rodríguez,300,4,-1.0,,,,,,-1.0,,,
Bloody Will,Hannibal: El origen del mal,1,,,,,,,,,,-1.0
Bloody Will,300,5,-1.0,,,,,,-1.0,,,
Bloody Will,Diario de un escándalo,3,,,,1.0,,,,,,
Bloody Will,El buen pastor,2,,,,,,,,,-1.0,
Dragon negro,The messengers,2,-1.0,,,,,-1.0,,,-1.0,
Jose Contreras,El buen pastor,3,,,,,,,,,-1.0,
Jose Contreras,La cosecha,2,-1.0,,,,,,,,-1.0,
Matías Cobo,El buen pastor,3,,,,,,,,,-1.0,
Emilio Calvo de Mora,La cosecha,2,-1.0,,,,,,,,-1.0,
Florinda Chic,El buen pastor,4,,,,,,,,,-1.0,
Pruden Rodríguez,Moscow Zero,1,,,,,,-1.0,,,-1.0,
Emilio Calvo de Mora,Diario de un escándalo,4,,,,1.0,,,,,,
Rafa Ferrer,Descubriendo a los Robinsons,3,,,,,,1.0,,,,
Pruden Rodríguez,Después de la boda,5,,,,1.0,,,,,,
Rafa Ferrer,El buen alemán,3,,,,,,,,,-1.0,
Rafa Ferrer,Va a ser que nadie es perfecto,2,,,,,,1.0,,,,
Rafa Ferrer,Diario de un escándalo,3,,,,1.0,,,,,,
Ricardo Marquina,Toxic Avenger II,3,-1.0,,,,,,,,,
Antoni Messa,El buen pastor,2,,,,,,,,,-1.0,
Antoni Messa,Inland empire,1,,,,,,,,,-1.0,
Rafa Ferrer,Alien Nation,3,,,,,-1.0,,,,,
Rafa Ferrer,Todas contra él,1,-1.0,,,-1.0,,,,0.0,,
Tito Chinchan,Descubriendo a los Robinsons,4,,,,,,1.0,,,,
Luis Zueco,El buen pastor,2,,,,,,,,,-1.0,
Antoni Messa,Concursante,4,,,,-1.0,,,,,-1.0,
Florinda Chic,Después de la boda,2,,,,1.0,,,,,,
Alex Largo,El Motorista Fantasma (Ghost Rider),1,,,,,,-1.0,-1.0,,,
Alex Largo,Cry Wolf,3,,,,,,,,,,-1.0
Alex Largo,Laura,5,,,,,,,,1.0,,
Alvaro Oliva,Alpha Dog,2,,,,,,,,,-1.0,
Francisco Bellón,Pudor,3,,,,,,,,,-1.0,
Francisco Bellón,Shooter: El Tirador,1,,,,,,,1.0,,-1.0,
Rafa Ferrer,Happy feet,4,,,,,,1.0,,,,
Rafa Ferrer,Hollywoodland,2,-1.0,,,,,,,,-1.0,
Rafa Ferrer,Campeonato mundial FIFA 2006,4,,,,0.0,0.0,,,,,
